gene_symbol,Bmi1
parameter_name,Anophthalmia
analysis_id,6l8q752nqt885z2
parameter_id,IMPC_GEO_048_002
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.3861778
gene_accession_id,MGI:88174
