gene_symbol,Slc30a4
analysis_id,93ehhj921dc4lzd
pvalue,0.05454392
parameter_name,Effector Treg cells - % of Treg
gene_accession_id,MGI:1345282
mouse_strain,C57BL
parameter_id,MGP_IMM_010_001
mouse_life_stage,Middle aged adult
