gene_symbol,Nr0b2
mouse_life_stage,Early adult
analysis_id,77240v86ayls9g3
parameter_name,Tremor
pvalue,0.6973646
gene_accession_id,MGI:1346344
mouse_strain,B6J
parameter_id,IMPC_CSD_030_001
