parameter_id,IMPC_CSD_078_001
mouse_life_stage,E18.5
pvalue,0.284088
gene_symbol,Ola1
parameter_name,Vocalization
mouse_strain,C57BL
gene_accession_id,MGI:1914309
analysis_id,vzt4j65oc9q47sy
