gene_symbol,Inpp1
mouse_strain,129SV
parameter_name,MZB (CD21/35 high)
pvalue,0.4347257
parameter_id,IMPC_IMM_071_001
analysis_id,4at8kl9c3x36jq7
gene_accession_id,MGI:104848
mouse_life_stage,Early adult
