parameter_id,JAX_OFD_022_001
gene_symbol,Bcs1l
analysis_id,829en5w7qy0008y
pvalue,0.5089334
mouse_life_stage,E9.5
parameter_name,Percentage center time
mouse_strain,C57BL
gene_accession_id,MGI:1914071
