mouse_strain,129SV
pvalue,0.2748129
gene_accession_id,MGI:2684980
analysis_id,dai1537564mnk7k
parameter_id,IMPC_EYE_092_002
mouse_life_stage,Early adult
parameter_name,Retina (combined)
gene_symbol,Mms22l
