parameter_id,MGP_PBI_011_001
parameter_name,KLRG1+ mature NK cell percentage
gene_accession_id,MGI:1915325
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Lurap1
analysis_id,5iz8y541721de26
pvalue,0.1704092
