gene_symbol,Sass6
gene_accession_id,MGI:1920026
pvalue,0.05242443
parameter_name,Number of rears - total
mouse_life_stage,E12.5
parameter_id,IMPC_OFD_021_001
mouse_strain,C57BL
analysis_id,77u9f9615r7904w
