gene_symbol,Snap23
pvalue,0.1697407
parameter_id,MGP_PBI_031_001
gene_accession_id,MGI:109356
mouse_life_stage,Late adult
mouse_strain,C57BL
analysis_id,9609352tg1uv8b6
parameter_name,KLRG1+ mature NK cell number
