parameter_id,IMPC_HEM_036_001
gene_accession_id,MGI:1338022
parameter_name,Eosinophil cell count
pvalue,0.7809988
mouse_strain,C57BL
analysis_id,z5wn476451221ud
mouse_life_stage,Early adult
gene_symbol,Opn3
