gene_symbol,Dmap1
pvalue,0.8933789
analysis_id,99493unux513z59
mouse_life_stage,Early adult
parameter_id,IMPC_IMM_047_001
parameter_name,DN CD44+CD62L+ NKT cells
gene_accession_id,MGI:1913483
mouse_strain,C57BL
