parameter_id,IMPC_DXA_010_001
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:104805
gene_symbol,Snrpb2
pvalue,0.3535197
analysis_id,2b83as87r8l9244
parameter_name,Bone Area
