parameter_name,Retina (combined)
parameter_id,JAXLA_EYE_092_001
gene_accession_id,MGI:1916222
mouse_life_stage,Early adult
analysis_id,236a3qm82064ova
pvalue,0.152691
gene_symbol,Tatdn3
mouse_strain,C57BL
