gene_accession_id,MGI:1916043
gene_symbol,Rab3gap2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_IMM_026_001
pvalue,0.7461724
parameter_name,Effector CD4- NKT cells - % of CD4- NKT cells
analysis_id,9r60qg97ea1pl7g
