gene_symbol,Hspa5
mouse_life_stage,E9.5
pvalue,0.6033199
gene_accession_id,MGI:95835
parameter_id,UCDLA_EYE_017_001
analysis_id,8e4f1t83xlyd214
mouse_strain,C57BL
parameter_name,Lens Opacity
