mouse_strain,C57BL
parameter_id,MGP_IMM_070_001
parameter_name,Total ab T cells - % of CD45+
pvalue,0.53555
gene_symbol,Ola1
analysis_id,39zgyw6vf9d1ti3
gene_accession_id,MGI:1914309
mouse_life_stage,E18.5
