parameter_id,IMPC_HEM_036_001
analysis_id,946o04v6j0990w3
parameter_name,Eosinophil cell count
mouse_strain,C57BL
gene_accession_id,MGI:1921688
pvalue,0.09083895
mouse_life_stage,Early adult
gene_symbol,Clvs1
