gene_symbol,Hspa5
analysis_id,f975ren615dy94l
gene_accession_id,MGI:95835
parameter_name,Mean cell volume
mouse_strain,C57BL
pvalue,0.6416874
parameter_id,IMPC_HEM_005_001
mouse_life_stage,E12.5
