gene_symbol,Eprs1
gene_accession_id,MGI:97838
analysis_id,5k5136lh0bz2iay
parameter_id,IMPC_XRY_033_001
parameter_name,Tibia length
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.2080198
