parameter_id,IMPC_HEM_003_001
pvalue,0.5888169
gene_symbol,Cisd2
parameter_name,Hemoglobin
gene_accession_id,MGI:1914256
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,w6655qzo4e6v2qy
