parameter_id,HMGULA_CBC_017_001
analysis_id,44g8n94pq424jb4
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:96757
parameter_name,Triglycerides
gene_symbol,Lcn2
pvalue,0.7237041
