parameter_name,Periphery average speed
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.06073558
analysis_id,hd4ew4jus1k5vlw
gene_accession_id,MGI:1933159
parameter_id,JAX_OFD_013_001
gene_symbol,RNF114
