parameter_id,HMGULA_CBC_009_001
analysis_id,fbqcsfc6336at0t
parameter_name,Calcium
mouse_life_stage,Early adult
gene_symbol,Cds2
gene_accession_id,MGI:1332236
mouse_strain,129SV
pvalue,0.8999756
