gene_symbol,Slc17a9
mouse_life_stage,Early adult
parameter_id,MGP_IMM_089_001
parameter_name,KLRG1+ gd T cells - % of CD45+
mouse_strain,C57BL
gene_accession_id,MGI:1919107
pvalue,0.8845167
analysis_id,00gjo19061ntlny
