gene_symbol,Tnfsf8
mouse_strain,C57BL
analysis_id,5i6vsa411idz1v9
gene_accession_id,MGI:88328
parameter_id,JAXLA_CBC_015_001
pvalue,0.2227748
mouse_life_stage,Early adult
parameter_name,Total cholesterol
