gene_symbol,Sdcbp2
analysis_id,036dglr8w8e673f
mouse_life_stage,Early adult
parameter_name,Startle response
parameter_id,IMPC_CSD_036_001
mouse_strain,C57BL
gene_accession_id,MGI:2385156
pvalue,0.3602483
