gene_symbol,Frmpd1
mouse_life_stage,Early adult
parameter_name,Total CD4+ T cells - % of ab T cells
mouse_strain,C57BL
parameter_id,MGP_IMM_004_001
analysis_id,d13n001k01pq11r
pvalue,0.2211368
gene_accession_id,MGI:2446274
