gene_symbol,Cdin1
pvalue,0.3729573
gene_accession_id,MGI:3026886
analysis_id,eza5t178ezd8sz0
parameter_name,White blood cell count
parameter_id,IMPC_HEM_001_001
mouse_strain,C57BL
mouse_life_stage,E9.5
