gene_symbol,Frmpd1
parameter_id,MGP_MLN_067_001
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,1989s3ws4pv529o
gene_accession_id,MGI:2446274
pvalue,0.6666618
parameter_name,Resting CD4+ T helper cells - % of CD45+
