gene_symbol,Slc30a4
parameter_id,MGP_PBI_040_001
mouse_strain,C57BL
mouse_life_stage,Late adult
analysis_id,97po317c83uqxe1
gene_accession_id,MGI:1345282
pvalue,0.9491155
parameter_name,Eosinophil number
