gene_symbol,Pex19
parameter_name,Periphery - Permanence Time
pvalue,0.6290066
parameter_id,M-G-P_007_001_008
mouse_life_stage,E18.5
analysis_id,9m7101508k4u9d3
gene_accession_id,MGI:1334458
mouse_strain,C57BL
