mouse_life_stage,Middle aged adult
parameter_name,Body weight
analysis_id,wdh49p626f25365
parameter_id,M-G-P_009_001_003
gene_accession_id,MGI:1934811
gene_symbol,Nucks1
mouse_strain,C57BL
pvalue,0.6569572
