mouse_strain,129SV
parameter_id,JAXLA_OFD_009_001
parameter_name,Whole arena average speed
mouse_life_stage,Early adult
pvalue,0.9915165
gene_accession_id,MGI:1332236
gene_symbol,Cds2
analysis_id,2q7f65g8h66y4t8
