gene_symbol,Fgb
mouse_strain,C57BL
pvalue,0.6799334
parameter_id,IMPC_HEM_003_001
mouse_life_stage,Early adult
gene_accession_id,MGI:99501
parameter_name,Hemoglobin
analysis_id,1y7p7305re4l50q
