gene_symbol,Inpp1
gene_accession_id,MGI:104848
analysis_id,x1166h16c7e6e3w
mouse_strain,C57BL
pvalue,0.09674715
mouse_life_stage,Early adult
parameter_id,MGP_IMM_006_001
parameter_name,Effector CD4+ T helper cells - % of CD4+ T helper cells
