gene_symbol,Nucks1
mouse_life_stage,Middle aged adult
analysis_id,11z42mt112o40f7
mouse_strain,C57BL
pvalue,0.1867627
gene_accession_id,MGI:1934811
parameter_id,MGP_MLN_006_001
parameter_name,Resting CD4+ T helper cells - % of CD4+ T helper cells
