parameter_name,BMC/Body weight
parameter_id,HRWLLA_DXA_007_001
gene_symbol,Mms22l
mouse_strain,C57BL
pvalue,0.7538692
gene_accession_id,MGI:2684980
mouse_life_stage,Early adult
analysis_id,w3658p85b595r0q
