mouse_strain,C57BL
analysis_id,i3174o8o3ske3lj
pvalue,0.7188685
parameter_name,Resting CD4+ T helper cells - % of CD4+ T helper cells
parameter_id,MGP_IMM_007_001
gene_accession_id,MGI:1309468
mouse_life_stage,Early adult
gene_symbol,Casq1
