gene_symbol,Fpgs
analysis_id,1gk6xhciizcxn50
pvalue,0.9020432
gene_accession_id,MGI:95576
parameter_name,Coat - color - abdomen
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,JAXLA_CSD_007_001
