gene_accession_id,MGI:2448481
gene_symbol,Mgst2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,M-G-P_013_001_001
pvalue,0.08078327
parameter_name,Eye
analysis_id,12rw29mnqlgq8ya
