gene_symbol,Mov10
parameter_name,Lean mass
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,8f26sn2u3l399wm
pvalue,0.1475632
parameter_id,JAXLA_DXA_003_001
gene_accession_id,MGI:97054
