parameter_name,Whole arena resting time
pvalue,0.7275435
parameter_id,IMPC_OFD_007_001
analysis_id,hg1k5bmv67h0711
gene_symbol,Trdmt1
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1274787
