parameter_id,M-G-P_014_001_009
pvalue,0.6704043
mouse_life_stage,Early adult
Mouse_strain,C57BL
Analysis_id,fvwxuaz4539k0o3
gene_symbol,Sema6c
parameter_name,lens
gene_accession_id,MGI:1338032
