parameter_name,Prepulse inhibition - PP3
mouse_strain,C57BL
parameter_id,ESLIM_011_001_703
gene_accession_id,MGI:99915
gene_symbol,Lamb3
mouse_life_stage,Early adult
analysis_id,3615279a10v7p8z
pvalue,0.6764823
