mouse_life_stage,Middle aged adult
gene_accession_id,MGI:2140475
gene_symbol,AU040320
mouse_strain,C57BL
parameter_name,Total cholesterol
parameter_id,HMGULA_CBC_015_001
pvalue,0.2114818
analysis_id,9sd4e1kzyqs5678
