gene_symbol,Usp37
mouse_life_stage,Early adult
parameter_id,CCP_LFO_001_001
analysis_id,0wn89szwap79865
gene_accession_id,MGI:2442483
pvalue,0.5956348
parameter_name,Weight
mouse_strain,C57BL
