mouse_life_stage,E12.5
analysis_id,fy5haf301g870i1
gene_symbol,Dmap1
mouse_strain,C57BL
parameter_id,HRWLLA_DXA_007_001
parameter_name,BMC/Body weight
gene_accession_id,MGI:1913483
pvalue,0.8505248
