gene_symbol,Hspa5
mouse_life_stage,E12.5
parameter_id,IMPC_IMM_071_001
gene_accession_id,MGI:95835
mouse_strain,C57BL
analysis_id,e1862678c95294g
pvalue,0.5539749
parameter_name,MZB (CD21/35 high)
