parameter_id,IMPC_GEL_011_001
gene_symbol,Rgs20
mouse_life_stage,Early adult
analysis_id,912ppynm12k5m35
gene_accession_id,MGI:1929866
mouse_strain,C57BL
parameter_name,Embryo turning
pvalue,0.775904
