parameter_name,Glucose
parameter_id,HMGULA_CBC_018_001
mouse_life_stage,Early adult
pvalue,0.6297088
analysis_id,s22x7g3711gw95l
gene_symbol,Nr0b2
gene_accession_id,MGI:1346344
mouse_strain,B6J
