gene_symbol,Fpgs
mouse_life_stage,Early adult
gene_accession_id,MGI:95576
mouse_strain,C57BL
pvalue,0.7335403
analysis_id,0kxkjt82249336s
parameter_id,MGP_PBI_015_001
parameter_name,IgD+ mature B cell percentage
