gene_symbol,Mms22l
mouse_strain,129SV
pvalue,0.5047456
parameter_name,Thoracic processes
analysis_id,601a12q38m8581y
mouse_life_stage,Early adult
gene_accession_id,MGI:2684980
parameter_id,IMPC_XRY_064_001
