gene_symbol,Mms22l
mouse_strain,129SV
mouse_life_stage,Early adult
parameter_name,Eosinophils
analysis_id,46786np7q97de15
parameter_id,IMPC_IMM_052_001
pvalue,0.9439034
gene_accession_id,MGI:2684980
