gene_symbol,Slx4ip
mouse_strain,C57BL
parameter_id,IMPC_GEO_048_002
mouse_life_stage,Early adult
gene_accession_id,MGI:1921493
analysis_id,415s30rdp2arf5e
pvalue,0.2393464
parameter_name,Anophthalmia
