mouse_life_stage,E12.5
parameter_name,Total B cells - % of CD45+
gene_accession_id,MGI:95457
mouse_strain,C57BL
analysis_id,802732200j0558q
parameter_id,MGP_IMM_041_001
gene_symbol,Mecom
pvalue,0.1742731
