parameter_id,ESLIM_005_001_005
mouse_life_stage,Early adult
analysis_id,2e67yn12v90b420
parameter_name,Bone Mineral Content
pvalue,0.6073301
mouse_strain,C57BL
gene_accession_id,MGI:2446274
gene_symbol,Frmpd1
