gene_symbol,Dcaf12
gene_accession_id,MGI:1916220
pvalue,0.5670824
mouse_strain,C57BL
parameter_name,Red blood cell count
parameter_id,ESLIM_016_001_002
mouse_life_stage,Early adult
analysis_id,n1du2n94293lxk8
