parameter_name,Distance travelled - total
mouse_life_stage,E9.5
gene_symbol,Dmap1
gene_accession_id,MGI:1913483
mouse_strain,C57BL
analysis_id,2t73y3asckukh9j
pvalue,0.575926
parameter_id,JAX_OFD_020_001
