parameter_name,Tremor
gene_symbol,Bmi1
pvalue,0.4722386
gene_accession_id,MGI:88174
parameter_id,TCPLA_CSD_030_001
mouse_life_stage,E15.5
analysis_id,4diby3034x753z9
mouse_strain,C57BL
