gene_symbol,Bcs1l
parameter_id,MGP_IMM_036_001
parameter_name,KLRG1+ NK cells - % of NK cells
gene_accession_id,MGI:1914071
pvalue,0.9923978
mouse_life_stage,Early adult
analysis_id,737243f09a13k24
mouse_strain,C57BL
