parameter_id,IMPC_ABR_004_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1914515
parameter_name,6kHz-evoked ABR Threshold
analysis_id,1ivx8e489te0wv1
pvalue,0.08723086
mouse_strain,C57BL
gene_symbol,Slc39a10
