gene_symbol,Lpgat1
parameter_name,Total cholesterol
pvalue,0.08850621
mouse_life_stage,E18.5
mouse_strain,C57BL
gene_accession_id,MGI:2446186
analysis_id,c614mgr3t13pfny
parameter_id,JAXLA_CBC_015_001
