parameter_name,Skull shape
mouse_life_stage,Early adult
parameter_id,CCP_XRY_001_001
gene_symbol,Mapkap1
analysis_id,u1713s8qa68a9dg
mouse_strain,C57BL
gene_accession_id,MGI:2444554
pvalue,0.2048776
